"","GW16.Neurons","GW26.GABAergic.neurons","GW23.GABAergic.neurons","GW16.Stem.cells","GW26.Neurons","GW10.Neurons","GW23.Neurons","GW10.Stem.cells","GW16.GABAergic.neurons","GW19.Neurons","GW26.OPC","GW26.Astrocytes","GW12.Neurons","GW09.Stem.cells","GW26.Microglia","GW09.Neurons","GW23.OPC","GW19.GABAergic.neurons","GW13.Neurons","GW08.Neurons","GW16.OPC","GW12.Stem.cells","GW16.Microglia","GW23.Microglia","week_10.hPeric","week_10.hRgl2a","week_11.hRgl2a","week_10.Unk","week_11.hPeric","week_9.Unk","week_6.hProgFPM","week_8.Unk","week_11.hRgl2b","week_9.hGaba","week_6.hProgBP","week_8.hNbM","week_8.hNProg","week_11.hEndo","week_11.Unk","week_6.hProgM","week_6.hProgFPL","week_6.Unk","week_8.hProgBP","week_8.hNbML1","week_9.hNbML5","week_8.hOMTN","week_6.hNProg","week_6.hOMTN","week_11.hRgl3","week_10.hEndo","week_8.hProgFPM","week_8.hRN","week_9.hOMTN","week_10.hDA2","week_10.hRgl3","week_11.hOPC","week_11.hRgl2c","week_10.hNbM","week_10.hDA1","week_9.hProgBP","week_8.hProgM","week_10.hRgl2b","week_7.hRgl2a","week_7.hOMTN","week_7.Unk","week_10.hRgl1","week_7.hProgBP","week_10.hDA0","week_9.hNbGaba","week_9.hDA0","week_9.hDA1","week_9.hNProg","week_8.hProgFPL","week_9.hRgl2a","week_9.hDA2","week_6.hNbML1","week_9.hNbM","week_9.hNbML1","week_6.hNbM","week_10.hGaba","dn.cls1","dn.cls2"
"PDE6B",146,90,24,39,20,24,7,26,19,9,15,19,6,10,11,4,8,2,3,3,2,1,4,3,0,7,1,0,0,1,3,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"PRDM15",71,47,13,16,10,9,4,15,8,3,8,16,1,4,7,6,1,0,1,0,3,1,1,0,2,3,3,4,3,0,3,1,1,1,2,1,3,0,1,3,3,0,1,0,2,2,1,0,3,1,0,2,0,0,0,0,1,0,0,1,0,1,0,2,2,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0
"UGT1A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLB1",2,1,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"EPHA3",409,212,65,84,78,13,60,7,49,53,19,26,0,0,14,3,7,8,9,4,6,4,6,2,6,35,26,4,8,9,0,5,11,11,2,6,1,2,6,2,0,0,6,3,12,8,3,3,12,0,0,3,8,4,3,5,8,2,3,3,3,2,7,2,0,0,2,1,3,3,3,2,3,7,2,0,1,3,0,0,1,0
"MARF1",264,157,50,80,31,22,26,25,31,28,24,25,12,13,19,8,4,4,2,6,8,2,7,7,15,16,17,13,12,12,6,5,5,10,10,9,6,6,5,4,7,1,3,7,6,4,2,6,7,3,0,0,7,2,0,5,3,6,3,4,3,0,3,1,1,0,1,1,5,4,4,4,2,6,1,2,1,3,4,3,1,0
"ABCC4",40,23,5,27,8,6,2,29,6,3,8,11,2,14,16,1,4,0,0,0,1,0,3,2,1,2,2,2,0,2,5,1,3,0,1,0,0,1,0,3,3,1,1,1,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0
"CCDC88B",17,23,16,3,4,1,1,5,3,0,3,5,0,2,11,2,1,0,0,0,0,0,3,5,0,3,2,3,0,3,2,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"PDE4A",71,93,29,12,18,12,5,11,7,4,14,13,2,0,13,4,4,0,2,1,2,0,3,2,9,7,6,8,5,4,2,1,0,5,1,0,0,0,5,0,0,0,0,0,3,2,0,0,2,1,0,1,1,2,1,2,1,1,4,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,2,2,1,0,1,1,0
"WDR90",100,77,15,30,10,13,5,22,10,7,15,12,3,5,10,1,3,2,6,1,1,0,3,0,6,13,16,1,6,5,7,3,7,4,5,1,1,1,3,3,3,0,2,3,0,2,1,1,3,1,1,1,1,1,1,2,3,1,1,2,1,1,0,1,0,2,0,1,3,2,1,1,2,0,0,1,0,0,0,0,0,0
"ABCB5",25,22,5,4,1,4,1,6,1,1,3,5,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNQ4",16,36,8,1,4,3,0,2,2,0,8,8,0,0,4,0,1,0,0,0,0,0,0,0,2,3,3,1,3,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
"PTPRB",20,30,19,1,7,2,4,5,3,3,1,3,1,1,8,1,0,0,0,0,0,0,1,2,2,1,5,3,1,1,0,0,0,1,0,0,0,34,1,0,0,0,0,1,0,0,0,0,0,16,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MSH5",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"TRPV1",123,103,22,34,12,11,11,26,10,10,15,14,5,8,11,4,1,1,1,2,4,1,5,3,3,4,2,3,3,2,3,0,2,0,0,1,1,2,2,1,2,1,0,2,2,2,1,0,0,1,0,0,2,1,0,0,2,1,1,0,1,0,0,0,0,0,1,2,1,0,2,2,1,1,0,0,1,0,0,0,0,1
"PHRF1",128,94,17,35,16,12,10,15,11,9,11,9,1,3,7,2,1,1,1,3,4,2,2,2,8,10,4,5,4,4,5,1,5,0,3,1,3,1,3,1,3,2,0,3,3,1,0,1,2,1,2,1,2,0,0,1,2,1,0,4,1,2,1,2,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0
"ABCA10",7,14,3,1,4,1,1,1,0,0,0,2,0,0,3,1,1,0,0,0,0,0,1,0,4,0,0,0,7,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GRM2",132,47,13,29,13,21,15,10,17,13,4,6,9,2,4,7,2,1,0,2,2,1,2,0,0,0,1,3,1,0,0,1,0,3,4,2,2,2,2,1,0,0,1,1,0,0,2,3,0,0,0,3,3,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,1,1,0,1,0
"HYDIN",106,117,37,22,15,21,17,13,12,11,12,19,5,1,7,2,3,3,1,3,4,1,2,3,20,64,51,14,12,8,5,2,23,16,5,6,2,7,17,17,12,2,3,5,7,5,2,5,14,5,2,2,5,1,11,7,6,5,5,0,6,5,4,1,2,11,6,4,4,2,3,4,3,3,0,0,2,2,2,3,0,0
"DUOX2",7,4,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
"PLCG1",181,120,29,46,29,32,17,44,25,18,11,26,5,7,14,6,6,3,2,2,5,2,1,2,46,57,38,19,31,9,22,26,18,15,28,20,20,29,7,21,21,12,18,14,8,10,15,11,11,10,11,7,13,9,7,7,7,10,10,6,6,8,4,4,2,8,3,5,1,2,1,3,8,5,2,9,3,4,4,4,1,0
"GON4L",245,157,75,59,36,28,32,45,30,31,32,32,16,14,17,16,10,6,7,4,10,5,5,9,44,34,29,15,22,11,15,13,14,11,14,12,9,12,10,4,12,10,13,10,7,10,6,9,9,11,6,5,7,4,8,9,7,6,4,6,7,5,8,9,2,9,2,3,4,4,2,1,4,4,1,1,4,4,3,1,1,0
"ATP2C1",340,235,66,70,47,46,30,48,45,33,45,48,16,20,31,16,15,8,7,8,11,3,8,1,33,42,24,20,20,17,10,4,9,17,10,16,15,17,12,8,15,2,5,9,9,10,5,11,6,6,4,8,13,7,7,3,6,7,8,5,4,8,2,6,2,4,4,3,9,5,7,4,7,7,5,5,3,5,0,6,0,1
"ATP13A5",10,3,1,1,1,0,1,1,1,1,6,5,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ERCC6",73,45,11,22,12,7,10,12,10,6,8,10,1,0,6,2,2,2,0,0,3,0,2,1,5,9,10,4,6,2,3,2,4,3,5,1,1,1,0,1,0,0,1,1,0,4,1,2,3,3,1,1,3,1,3,5,0,0,1,0,3,2,0,1,0,2,0,1,0,2,3,0,1,1,0,1,0,1,0,1,0,0
"TMEM67",92,67,11,23,11,10,14,16,8,4,13,16,1,10,4,2,4,1,0,1,1,1,1,1,5,30,21,2,6,1,11,5,10,4,3,2,1,4,3,11,8,2,1,2,2,4,2,2,8,3,2,0,0,2,7,1,7,4,2,1,3,2,2,0,0,4,0,2,1,1,0,2,2,2,1,0,1,0,1,1,0,0
"UNC13D",8,14,2,4,2,0,3,1,0,0,3,1,0,0,3,0,1,0,1,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERC1",271,187,72,60,44,55,39,36,32,35,25,34,27,4,22,10,10,3,3,10,7,3,4,6,35,27,21,24,17,12,11,8,4,18,6,6,4,11,12,4,5,2,6,9,8,10,2,7,8,9,2,4,9,10,4,6,6,7,9,1,1,2,2,5,2,7,1,3,11,9,6,4,4,2,4,1,4,4,1,2,0,0
"PDE4D",408,240,88,86,61,38,36,27,48,46,35,34,33,8,18,14,10,9,11,7,9,4,8,4,26,20,15,11,10,9,1,2,3,12,4,1,2,5,4,3,2,0,3,6,1,5,0,0,5,4,2,2,4,7,2,2,3,4,5,1,1,4,4,4,1,1,1,3,7,2,9,4,2,3,6,0,1,3,0,6,2,2
"INF2",94,155,42,22,21,15,18,21,14,2,18,28,6,8,20,3,4,0,1,0,4,2,3,4,13,4,2,2,16,0,1,0,1,0,1,1,1,2,0,3,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"ERCC2",109,50,14,24,10,18,13,18,5,9,11,12,10,9,6,7,6,1,1,2,2,2,2,0,4,10,7,0,1,1,1,1,2,0,1,0,2,2,1,2,2,2,3,1,0,1,3,0,0,3,0,1,1,2,0,1,1,0,0,2,0,1,0,0,0,1,1,1,1,1,1,0,3,0,0,0,0,0,2,0,0,0
"SYTL2",11,24,9,3,2,0,1,1,2,2,7,6,0,0,5,0,3,0,0,0,1,0,0,0,36,11,5,7,16,2,0,0,1,7,0,0,2,1,2,3,1,0,4,0,2,0,1,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,2,1,0,2,1,0,0,0,0,0,1,0
"SLC12A9",76,64,20,15,9,12,3,13,8,5,10,14,1,3,5,1,3,1,3,0,1,0,1,3,8,12,10,4,7,2,3,3,5,6,0,1,1,3,3,1,1,1,3,1,2,1,2,3,5,2,0,0,3,0,2,2,3,3,5,1,2,2,0,0,0,1,0,2,2,1,1,1,2,0,1,2,0,0,0,0,0,0
"TP73",25,22,4,9,3,1,2,5,4,2,2,1,0,2,2,1,0,0,0,1,2,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
"SMURF2",177,75,26,42,20,9,12,14,15,16,10,31,6,8,15,8,4,6,3,1,4,2,3,1,11,19,14,6,4,5,2,7,6,4,4,5,5,8,2,4,1,3,3,4,3,6,3,2,5,5,3,5,6,1,3,3,3,4,4,2,0,6,2,5,1,0,1,1,2,3,6,1,3,2,0,2,4,1,2,0,0,1
"PITPNM1",122,148,36,20,26,20,8,23,9,14,27,29,6,3,20,4,4,1,0,0,5,0,4,2,16,5,5,3,5,0,2,2,2,1,4,1,1,1,1,4,4,1,1,1,0,1,0,1,1,1,1,0,3,4,1,0,2,1,0,1,0,0,2,3,0,2,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0
"MFN2",264,173,55,63,40,39,27,41,38,34,28,27,14,19,17,15,12,5,5,3,6,3,4,2,31,21,17,9,22,3,4,8,3,11,7,6,5,7,6,6,8,2,7,9,7,6,2,8,5,4,5,2,5,3,3,6,6,5,4,6,1,2,4,2,1,4,3,4,2,4,3,2,4,0,2,2,4,2,0,0,0,1
"FRY",115,154,43,24,33,8,13,11,12,7,20,22,6,5,12,4,8,2,0,0,4,0,0,2,18,19,19,18,10,4,2,0,4,12,0,3,2,11,5,0,1,1,2,1,5,5,1,4,3,6,2,2,8,7,3,0,2,3,6,2,0,4,0,6,3,1,1,3,7,4,5,1,1,1,4,2,3,2,1,2,1,0
"NCAPD3",135,34,10,49,11,16,12,27,16,11,14,9,6,14,7,9,3,1,0,3,3,3,3,1,8,12,10,6,5,3,9,5,8,1,9,3,4,1,4,6,8,3,5,2,2,2,2,3,2,3,5,2,4,1,1,2,4,3,2,6,1,1,5,3,0,1,2,1,0,0,0,0,5,0,0,0,0,1,1,0,1,0
"TCIRG1",38,32,10,13,7,2,1,5,4,7,5,9,1,1,20,0,4,1,1,1,2,0,3,5,6,2,1,1,8,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUCY2C",1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2O",221,151,36,55,42,31,20,35,25,24,22,30,6,14,11,12,9,3,2,4,6,2,4,4,17,21,13,12,10,7,5,6,5,14,11,5,4,4,7,5,5,3,4,5,4,3,4,7,4,3,2,2,8,2,2,2,2,7,4,2,2,4,1,4,2,2,4,4,0,2,6,3,4,4,3,3,5,2,0,1,0,0
"PXDN",283,184,58,69,31,45,27,59,36,26,27,39,9,22,18,14,14,4,3,7,6,5,4,2,74,39,20,25,45,21,22,19,14,23,19,14,13,22,12,16,22,9,15,13,14,17,6,11,8,15,11,4,13,11,4,2,7,6,11,9,7,4,8,7,6,5,7,6,7,7,9,3,11,5,5,6,4,7,4,6,6,3
"XDH",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"COL24A1",4,7,4,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE4B",263,155,49,55,32,39,16,38,27,20,23,30,21,17,12,14,8,3,5,4,6,2,3,2,16,18,18,8,15,7,10,6,8,9,10,13,5,5,8,5,9,3,3,6,6,8,5,4,8,1,6,5,7,2,0,3,2,1,4,4,2,0,1,2,0,1,3,7,3,2,3,3,4,3,2,4,0,3,1,3,0,0
"MAGI3",164,104,29,40,24,24,11,22,14,14,14,20,7,7,8,3,5,1,1,1,1,2,2,2,13,26,14,7,9,11,6,6,4,12,7,4,3,2,5,7,9,2,5,4,5,3,5,3,4,4,3,1,3,1,5,5,6,4,4,7,5,1,5,2,0,1,2,1,4,1,6,3,4,3,0,1,5,3,2,3,0,1
"PLCB4",100,78,24,34,17,4,13,18,14,10,15,10,1,10,10,5,3,2,0,0,1,0,2,1,32,18,9,15,15,14,4,3,4,21,4,5,4,5,8,1,3,2,0,8,6,2,2,2,3,5,2,2,4,8,2,0,1,4,12,1,2,4,0,4,0,1,1,4,5,6,9,5,0,2,2,0,3,4,0,3,4,1
"ANO1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIAPH2",16,54,9,8,4,2,3,5,1,3,12,5,1,1,11,0,3,0,2,0,2,1,3,2,20,2,2,1,3,1,2,0,1,2,1,0,1,2,2,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"ATP8B4",8,18,3,1,4,1,0,2,0,1,2,4,0,0,17,0,0,0,2,1,0,0,4,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"PLCH2",23,67,12,1,14,2,3,4,3,1,11,11,0,0,6,1,2,1,0,1,1,0,1,0,2,2,0,1,0,3,0,0,1,3,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,2,1,1,1,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"TET1",199,125,48,78,37,42,30,52,19,34,23,43,8,32,7,18,7,9,5,6,6,9,3,1,12,31,22,7,9,8,17,13,6,9,15,12,10,7,7,14,20,5,15,9,9,9,4,9,5,1,7,4,6,2,4,2,4,5,3,8,5,3,3,3,2,8,6,2,2,5,4,3,6,5,1,3,2,2,3,2,1,0
"MYH4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KIAA0556",52,48,13,10,11,11,7,9,4,4,6,13,1,7,9,5,3,1,1,1,2,1,2,1,5,20,10,5,9,1,5,5,5,3,5,3,4,1,1,4,4,0,5,1,2,1,2,2,4,1,2,2,3,0,0,3,2,1,1,0,1,1,1,2,1,1,0,5,2,0,0,3,1,1,0,0,0,0,0,0,0,0
"RBM25",420,287,129,99,77,82,67,75,56,65,58,49,43,35,33,28,21,17,12,12,12,10,10,9,85,80,61,49,52,42,37,36,37,33,33,24,32,29,26,26,26,26,26,20,22,25,17,22,22,19,16,17,18,15,12,16,16,13,18,12,15,14,9,14,8,12,9,12,8,12,11,10,11,7,8,6,10,9,8,9,0,0
"ITGA7",37,14,8,7,4,5,2,12,0,4,4,20,0,3,0,2,2,0,1,1,0,0,0,0,5,8,12,1,9,0,3,3,7,2,2,0,2,0,1,4,5,0,0,2,0,1,0,1,2,1,1,0,0,1,1,1,3,0,0,0,6,3,0,1,0,1,1,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0
"AMPD2",196,172,45,43,33,29,29,25,24,25,28,32,18,8,15,12,4,3,6,4,5,6,1,4,15,12,9,4,11,4,3,3,6,6,6,4,3,10,7,3,3,1,5,4,5,4,0,3,6,4,1,2,1,3,1,3,3,4,5,0,2,0,2,3,0,2,0,2,3,1,5,0,2,3,3,1,3,0,1,1,0,0
"MAP3K5",24,60,5,14,9,1,2,1,3,0,3,12,0,0,16,0,3,0,0,1,1,0,3,3,9,0,5,4,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,2,0,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"KIF15",111,26,7,71,8,23,4,57,12,9,25,6,4,22,5,5,10,0,1,1,4,5,5,1,7,11,13,2,3,6,29,15,17,0,17,5,5,0,4,14,23,11,10,3,2,7,8,6,1,0,9,2,4,1,1,7,8,0,0,10,4,5,7,0,2,0,8,0,0,1,2,4,4,2,0,2,1,5,2,0,1,0
"EPHB3",24,45,11,6,5,6,4,8,2,1,14,17,1,5,10,4,9,1,1,3,3,2,2,5,4,18,15,6,3,2,4,1,7,3,3,3,4,2,4,4,5,0,5,5,1,7,1,4,4,1,1,1,1,1,4,3,5,1,5,2,1,1,5,0,2,2,3,1,0,1,1,1,2,1,0,1,2,1,1,1,1,1
"PCF11",303,189,68,81,41,41,32,52,43,33,34,35,18,25,25,20,10,5,5,9,7,7,9,7,48,26,22,14,26,19,6,7,10,12,10,7,8,18,4,9,14,3,5,6,11,6,1,7,8,11,8,3,6,5,3,3,2,4,3,6,8,8,5,2,2,2,6,4,7,3,8,4,4,2,3,3,3,2,0,2,6,1
"MAP3K15",19,11,6,5,4,1,0,3,1,2,1,3,2,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ABL2",321,249,71,70,50,41,31,50,33,42,37,39,19,21,29,20,12,10,5,5,9,8,5,3,15,17,10,6,7,10,2,5,4,12,10,11,4,10,7,7,6,2,3,5,4,8,0,4,2,9,5,5,6,2,3,2,5,6,6,3,3,2,0,2,2,3,0,1,5,4,3,4,4,3,2,2,3,1,2,2,0,0
"CFAP65",5,12,1,3,0,0,1,4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,4,11,14,1,4,0,0,0,5,1,1,0,1,1,2,2,1,0,0,0,0,0,0,2,3,0,1,0,0,1,2,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0
"CAPN1",279,191,58,63,48,44,43,33,31,35,36,43,40,12,23,19,9,6,10,6,6,5,5,1,15,11,8,12,15,8,2,2,5,2,4,0,1,5,1,1,1,3,0,3,3,5,0,6,7,3,2,1,6,3,1,2,2,1,4,0,0,1,1,3,2,1,0,0,3,4,1,3,0,1,1,0,1,2,1,1,0,0
"NFAT5",311,203,50,70,49,38,29,40,42,30,33,35,25,13,22,10,7,2,1,6,8,4,4,6,39,24,21,14,20,11,5,3,8,17,6,5,5,10,5,15,11,6,5,11,8,5,5,7,6,6,6,4,8,3,4,6,3,9,5,4,6,6,1,4,3,5,2,5,5,6,7,0,3,4,5,1,4,2,1,2,0,0
"ABCF1",352,200,94,97,49,70,41,66,39,45,35,42,34,32,23,27,16,9,10,11,9,5,9,4,7,5,2,3,5,0,3,2,2,1,3,0,1,2,0,2,1,0,1,0,0,1,1,1,2,0,1,1,0,2,0,1,0,1,3,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0
"MOV10",56,28,7,31,4,9,7,23,2,0,12,8,0,4,9,0,4,0,2,1,2,2,3,1,29,29,27,7,17,0,12,4,10,1,8,0,5,24,6,11,7,6,0,0,1,1,1,3,8,9,2,0,1,0,5,6,3,1,1,3,2,6,7,1,0,8,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"CR1",109,61,6,11,14,10,9,6,7,11,4,8,5,3,6,2,4,0,0,0,2,3,2,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PALLD",200,113,31,77,26,21,21,46,27,16,43,37,7,19,12,4,14,4,3,3,9,7,7,3,20,53,40,11,13,10,17,14,16,6,12,5,6,5,10,9,12,3,12,6,9,7,2,5,12,5,6,3,6,2,8,6,9,1,2,6,8,9,8,2,0,4,3,2,3,3,6,3,4,8,3,2,5,2,0,1,1,0
"LARS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLL1",5,2,2,2,1,4,0,2,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,0,1,0,2,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"SPAG9",464,284,109,113,83,72,63,71,61,54,52,57,31,30,27,22,14,10,11,13,11,11,10,5,60,88,70,38,28,33,32,21,27,23,31,30,17,25,22,29,25,18,20,18,16,23,14,18,23,21,11,13,17,13,18,10,16,15,11,10,13,14,13,10,8,15,13,11,9,9,10,9,9,7,5,5,9,8,6,9,1,2
"TBC1D9B",249,166,42,62,40,34,20,31,22,23,38,33,14,10,22,8,6,5,6,4,7,2,9,5,20,25,20,13,17,4,3,2,6,6,5,2,2,18,7,7,7,2,0,7,1,3,1,5,6,9,4,2,5,5,2,4,0,3,5,1,4,2,5,2,1,1,1,2,3,3,4,1,5,1,0,0,3,2,0,2,0,0
"NUP210L",22,11,11,5,2,3,5,5,2,1,0,2,0,0,1,2,1,1,0,0,1,0,1,2,0,1,1,2,0,0,0,0,1,1,0,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"JAK1",191,138,40,58,29,20,28,30,21,33,30,34,9,10,23,7,8,7,2,3,4,1,6,4,62,23,24,18,38,12,3,0,10,9,4,6,6,23,8,2,4,4,2,3,5,8,3,4,8,18,2,3,9,3,5,4,3,5,9,3,0,5,1,5,6,4,2,2,3,3,4,2,1,3,2,1,4,5,1,0,1,0
