,week_10:hPeric,week_10:hRgl2a,week_11:hRgl2a,week_10:Unk,week_11:hPeric,week_9:Unk,week_6:hProgFPM,week_8:Unk,week_11:hRgl2b,week_9:hGaba,week_6:hProgBP,week_8:hNbM,week_8:hNProg,week_11:hEndo,week_11:Unk,week_6:hProgM,week_6:hProgFPL,week_6:Unk,week_8:hProgBP,week_8:hNbML1,week_9:hNbML5,week_8:hOMTN,week_6:hNProg,week_6:hOMTN,week_11:hRgl3,week_10:hEndo,week_8:hProgFPM,week_8:hRN,week_9:hOMTN,week_10:hDA2,week_10:hRgl3,week_11:hOPC,week_11:hRgl2c,week_10:hNbM,week_10:hDA1,week_9:hProgBP,week_8:hProgM,week_10:hRgl2b,week_7:hRgl2a,week_7:hOMTN,week_7:Unk,week_10:hRgl1,week_7:hProgBP,week_10:hDA0,week_9:hNbGaba,week_9:hDA0,week_9:hDA1,week_9:hNProg,week_8:hProgFPL,week_9:hRgl2a,week_9:hDA2,week_6:hNbML1,week_9:hNbM,week_9:hNbML1,week_6:hNbM,week_10:hGaba
SLC2A5,0,1,4,1,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
H6PD,7,26,22,5,10,7,3,2,8,9,4,2,4,4,3,5,7,2,3,3,2,1,4,4,7,2,0,0,2,2,2,3,3,0,1,2,4,3,3,0,2,3,2,0,2,1,1,1,2,3,0,0,2,1,0,0
SPSB1,5,0,2,0,3,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,1,0,0,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC100506022,1,4,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A33,5,11,9,2,8,2,2,3,2,3,2,1,4,4,2,1,2,1,4,2,6,4,3,4,3,0,2,0,1,1,4,2,1,1,3,2,1,3,2,0,0,0,2,1,2,1,0,2,1,1,1,1,1,1,0,1
TMEM201,8,9,7,5,9,0,4,2,4,1,4,3,1,4,2,1,7,3,1,1,2,4,0,1,5,2,3,1,6,3,2,1,4,4,3,1,4,1,0,2,0,2,1,1,0,1,1,0,2,1,0,0,2,2,0,0
PIK3CD,26,4,5,7,17,5,1,0,3,5,0,4,1,0,2,2,3,0,0,1,1,3,0,1,2,0,0,2,4,4,1,0,0,0,2,2,0,0,0,1,0,0,0,1,4,0,1,1,0,0,3,0,2,1,0,0
PIK3CD-AS2,10,0,0,1,8,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLSTN1,45,65,63,35,31,21,17,19,28,26,15,10,14,27,21,18,19,12,13,14,13,14,9,12,21,12,11,6,9,6,15,13,10,7,9,7,7,8,6,6,3,11,3,6,8,7,6,4,10,6,2,7,6,5,3,5
CTNNBIP1,9,8,13,6,5,8,9,6,6,6,5,3,8,15,4,5,10,2,3,4,1,6,2,3,5,6,2,2,3,2,3,4,5,3,5,3,4,1,2,3,1,5,1,1,4,3,0,3,3,4,4,1,2,2,1,1
LZIC,8,8,10,1,2,4,4,4,2,4,3,3,2,1,2,3,2,0,0,0,1,3,0,3,1,2,0,1,3,1,1,0,0,0,2,1,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
NMNAT1,10,12,3,3,7,3,5,3,5,2,4,3,3,2,1,6,4,2,3,1,2,3,1,2,2,2,2,1,1,2,4,3,2,2,1,2,2,2,4,0,0,3,1,0,1,0,0,0,2,3,0,0,0,1,1,0
UBE4B,16,18,18,8,15,7,10,6,8,9,10,13,5,5,8,5,9,3,3,6,6,8,5,4,8,1,6,5,7,2,0,3,2,1,4,4,2,0,1,2,0,1,3,7,3,2,3,3,4,3,2,4,0,3,1,3
KIF1B,65,90,73,45,35,40,21,18,38,42,27,29,18,28,27,23,24,12,23,21,23,23,11,19,24,16,17,15,18,16,19,16,17,14,15,12,11,12,15,11,8,12,10,13,13,11,11,9,10,12,7,5,10,10,6,8
RNU6-2_loc1,1,2,2,1,0,3,0,0,0,3,1,2,1,0,2,1,0,0,0,0,1,2,0,1,1,0,0,2,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0
PGD,42,56,35,33,28,15,32,25,16,9,33,23,26,15,12,26,25,14,18,15,11,22,20,22,15,7,10,11,13,8,13,10,9,14,11,10,11,6,6,10,6,7,6,11,5,4,5,5,7,8,6,9,3,3,6,3
APITD1-CORT,5,8,9,5,3,0,10,4,1,2,9,1,2,2,1,4,7,0,7,1,2,3,0,2,1,0,2,0,0,2,2,1,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1
APITD1,0,2,1,0,1,0,1,0,2,0,2,0,0,0,0,3,1,0,1,0,0,1,1,0,2,1,1,0,0,0,1,1,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CORT,1,2,1,1,0,0,1,0,1,3,2,1,1,0,1,2,1,1,3,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0
DFFA,18,24,8,5,14,2,6,4,8,5,9,6,2,6,2,10,6,4,7,4,1,2,6,7,5,5,3,0,4,5,6,2,2,4,2,1,2,1,1,4,0,3,2,3,0,2,2,1,2,1,1,1,0,1,0,2
PEX14,13,9,11,4,4,1,0,2,7,1,5,3,1,5,6,6,2,1,3,0,2,1,2,2,5,0,0,2,0,1,1,1,1,1,2,3,1,1,0,2,0,2,1,1,1,0,0,0,0,0,0,1,0,1,0,3
CASZ1,2,1,2,10,3,6,1,1,2,8,1,0,3,0,2,1,0,0,2,0,4,6,2,9,3,0,1,0,8,1,1,2,1,1,1,1,2,0,0,5,0,1,0,2,3,1,0,1,0,0,0,0,1,1,1,1
C1orf127,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARDBP,45,51,38,26,29,16,40,22,17,13,31,21,18,13,13,20,24,14,19,15,8,14,12,16,16,10,13,10,11,10,9,12,7,13,9,11,11,6,9,5,7,7,8,7,2,5,5,8,7,7,4,5,4,4,4,2
MASP2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
SRM,11,12,12,7,12,2,6,0,4,2,6,4,1,11,8,7,10,1,2,2,0,1,6,4,4,1,1,6,2,1,2,5,2,1,4,3,2,2,0,1,0,0,2,1,0,0,1,2,3,1,0,0,1,1,1,2
EXOSC10,16,31,18,9,12,2,15,4,8,7,12,9,4,7,3,4,9,8,5,2,3,3,7,5,3,5,2,6,8,3,4,5,3,2,7,7,2,4,8,3,3,5,5,1,3,1,4,1,5,2,2,1,4,2,1,4
MTOR,20,25,15,8,11,6,5,6,9,10,10,11,7,8,2,11,10,2,10,8,4,4,3,12,6,3,3,1,3,4,4,5,3,5,4,3,3,1,3,1,1,4,1,2,1,2,2,0,4,2,3,2,2,2,1,1
UBIAD1,7,15,8,4,4,6,3,1,4,6,3,5,3,6,2,5,2,1,0,0,1,0,1,0,2,2,0,0,1,1,0,3,1,3,4,0,1,1,1,1,0,1,0,0,3,1,2,1,0,0,2,1,1,0,2,0
PTCHD2,6,17,11,7,0,5,1,0,2,6,4,5,3,1,1,3,2,1,2,3,2,3,0,1,1,0,0,0,1,3,1,2,2,5,0,3,4,0,0,0,1,3,0,2,0,4,3,0,0,0,0,3,2,2,3,2
FBXO2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
FBXO44,3,12,10,9,2,2,4,1,4,5,0,0,0,2,4,1,1,0,1,1,4,2,2,0,1,1,0,1,2,3,2,2,2,4,2,0,2,1,0,0,0,0,0,1,2,3,0,0,0,1,1,2,1,0,0,3
FBXO6,4,4,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
MAD2L2,10,19,16,9,6,7,11,9,14,6,12,6,5,4,9,11,11,1,8,8,2,10,2,8,5,1,2,2,6,6,2,3,7,4,3,6,3,5,2,2,1,2,1,2,2,1,2,1,1,2,0,2,3,2,2,1
DRAXIN,0,3,3,5,1,1,1,1,1,3,1,2,1,1,0,0,1,1,0,2,2,5,0,3,0,0,1,3,1,0,0,0,0,2,1,0,1,0,1,1,0,0,0,2,0,1,1,0,2,0,0,0,2,0,0,0
AGTRAP,13,20,17,3,9,2,4,5,8,0,9,2,3,4,1,9,4,4,0,2,0,5,0,1,6,2,4,1,1,0,3,3,3,1,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1
C1orf167,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
LOC102724659,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHFR,12,18,4,9,5,8,4,0,4,9,1,5,3,4,3,2,2,2,0,4,6,4,1,2,4,5,1,4,10,1,0,1,3,1,2,3,1,1,0,1,1,3,2,3,4,5,2,3,2,4,1,1,2,1,1,0
CLCN6,11,30,21,4,5,4,3,1,7,10,4,8,4,6,4,4,4,1,3,3,3,5,2,5,7,1,4,4,8,2,3,2,6,1,6,1,4,6,0,3,3,2,0,0,3,1,3,1,5,0,2,2,3,5,0,3
NPPA-AS1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,2,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
NPPA,0,0,2,1,1,0,0,1,3,0,0,1,0,1,2,1,0,1,0,0,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0
NPPB,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA2013,26,24,20,8,26,8,9,1,8,5,9,5,4,15,6,10,13,5,5,2,2,3,5,3,7,7,4,4,1,3,4,3,4,2,2,5,5,5,1,0,1,3,0,1,0,2,1,1,5,1,0,3,1,0,1,2
PLOD1,80,22,13,4,40,3,2,0,5,0,1,1,0,17,2,5,1,0,6,3,1,1,2,3,8,9,1,0,1,1,3,0,1,0,1,0,1,1,1,1,0,1,0,3,1,2,0,0,0,2,0,0,0,0,0,0
MFN2,31,21,17,9,22,3,4,8,3,11,7,6,5,7,6,6,8,2,7,9,7,6,2,8,5,4,5,2,5,3,3,6,6,5,4,6,1,2,4,2,1,4,3,4,2,4,3,2,4,0,2,2,4,2,0,0
MIIP,34,34,19,23,19,10,10,9,13,7,16,7,2,12,7,10,11,4,6,1,4,8,7,12,6,5,6,2,7,3,3,5,5,7,9,3,2,8,9,4,1,6,4,5,6,1,2,3,4,3,3,4,4,4,1,4
TNFRSF8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF1B,12,3,0,1,15,0,0,1,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VPS13D,21,30,28,11,15,7,3,6,15,7,5,4,4,9,6,4,4,2,6,4,4,3,2,1,12,4,1,1,0,1,6,1,5,5,2,2,3,2,3,1,1,0,2,4,4,0,3,1,0,4,1,1,4,3,1,2
SNORA59A_loc2,0,0,1,0,0,0,1,2,0,1,4,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHRS3,10,4,10,2,5,1,0,0,4,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,6,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C1orf158,1,6,8,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,6,0,1,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
PRAMEF1,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL3,3,3,3,1,3,0,3,0,0,2,2,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,0,1,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL4,13,11,10,4,3,1,7,2,8,1,13,8,5,2,2,6,7,2,2,2,2,1,3,4,3,1,5,1,0,0,0,3,0,0,0,2,1,1,2,5,1,3,0,3,1,0,0,1,3,0,0,1,0,1,1,1
LOC101929983_loc2,1,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
PRAMEF19_loc2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDPN,4,31,37,1,8,3,11,5,13,0,14,2,10,2,3,7,9,3,12,5,3,4,7,3,9,0,4,1,2,0,3,4,9,0,0,9,4,3,2,0,0,6,6,1,1,1,0,0,4,3,0,1,0,1,1,0
PRDM2,29,24,11,21,17,10,9,6,15,18,6,10,11,7,9,4,3,3,9,8,13,8,3,5,9,7,2,7,8,9,3,6,5,6,7,7,3,4,1,10,1,4,3,5,6,4,4,4,6,2,3,2,2,3,2,6
KAZN,24,46,32,10,15,8,3,4,6,13,14,4,4,7,4,5,8,2,7,7,6,7,6,12,9,9,3,6,12,3,7,6,6,4,7,2,3,5,2,2,2,3,0,4,3,4,4,2,3,6,1,5,2,2,1,2
TMEM51-AS1,1,3,1,0,2,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM51,14,1,10,1,12,0,1,0,1,1,0,0,0,5,2,0,1,0,1,0,0,0,1,1,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0
FHAD1,1,10,7,1,3,0,1,0,3,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EFHD2,27,13,20,1,26,1,3,1,15,0,1,2,3,4,3,1,3,2,0,0,0,3,1,3,1,2,3,1,0,1,2,5,9,1,1,1,4,3,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1
CASP9,4,11,5,2,3,2,5,2,2,4,5,3,0,4,2,3,1,2,2,1,1,3,2,3,5,0,2,1,1,0,1,2,4,2,2,0,1,3,1,1,0,1,2,0,0,1,1,0,1,2,0,0,0,0,2,0
DNAJC16,8,5,12,7,4,3,3,1,5,11,4,4,0,6,4,4,3,2,2,5,10,5,3,1,6,1,1,1,6,0,2,2,0,4,1,1,3,3,2,2,1,2,1,0,2,1,2,0,0,0,0,0,0,2,1,2
AGMAT,3,1,1,0,0,3,1,1,0,2,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,1,0,0,0,0,0
DDI2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RSC1A1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHM2,17,26,20,9,12,13,6,6,10,9,8,2,5,11,10,4,5,2,2,6,2,1,3,3,12,3,2,2,5,2,4,3,7,3,4,2,6,3,0,4,4,1,1,4,4,4,3,4,1,1,2,2,0,2,0,3
SLC25A34,1,2,2,2,1,0,1,0,2,1,0,1,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FBLIM1,11,2,1,6,6,1,0,1,0,5,0,0,0,2,3,0,0,0,0,2,4,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,3,2,0,0,0,2,0,1,0,2,0,1
UQCRHL,16,15,14,10,21,8,8,7,7,4,9,3,6,7,6,7,8,3,6,4,3,3,4,8,3,2,5,3,5,3,3,8,1,5,4,2,6,3,3,2,0,2,3,1,0,2,1,2,8,3,1,2,1,1,2,0
FLJ37453,28,19,14,8,12,4,20,24,10,2,17,17,9,6,4,7,13,6,13,8,6,16,6,7,9,7,6,5,5,6,6,6,4,1,4,3,8,0,1,3,2,1,2,1,2,1,3,3,7,3,1,3,1,2,4,1
SPEN,56,53,47,23,32,22,26,13,27,26,20,13,13,18,9,14,11,7,14,7,13,14,11,11,10,14,11,4,10,12,6,10,7,7,9,12,8,7,9,3,3,6,7,6,8,5,4,6,6,8,5,5,5,8,4,5
ZBTB17,5,8,7,4,6,1,1,4,3,2,3,0,2,2,3,0,1,2,2,3,1,2,0,2,1,3,0,0,2,2,1,7,1,2,1,2,1,0,0,1,0,2,1,2,1,2,0,0,2,0,0,1,0,1,1,2
C1orf64,1,1,1,0,5,0,0,0,0,0,2,1,1,22,1,1,2,1,0,0,0,0,0,0,0,11,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
HSPB7,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCNKA,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLCNKB,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM131C,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
EPHA2,28,9,6,0,15,3,3,1,2,0,4,1,4,16,1,2,1,2,3,1,1,3,1,1,1,14,1,0,2,0,1,2,0,1,1,4,0,2,1,0,1,0,2,0,0,0,1,1,2,1,0,0,0,2,0,2
ARHGEF19,2,2,1,0,0,0,2,2,0,1,2,2,0,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
RSG1,1,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO42,11,18,9,6,3,4,8,3,6,4,5,5,2,3,5,7,7,1,5,3,1,3,3,2,2,4,3,2,2,3,4,6,0,0,5,2,0,2,4,1,1,1,1,2,1,1,2,1,3,4,0,1,1,2,1,1
SZRD1,40,31,26,7,31,2,13,4,19,4,13,5,8,14,4,7,6,5,4,2,4,7,5,10,8,7,3,2,2,7,5,8,6,4,2,4,1,2,6,1,1,2,0,1,1,1,0,2,4,1,1,1,0,0,0,0
SPATA21,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NECAP2,34,20,18,7,22,6,6,2,6,3,7,5,6,16,2,2,7,5,0,6,3,5,3,5,10,8,3,3,2,2,6,6,3,4,3,4,1,4,0,1,0,3,2,1,2,2,3,3,2,1,1,3,0,3,0,2
CROCCP3_p1,2,5,2,3,1,3,2,0,2,5,2,3,0,3,1,1,0,0,2,2,2,2,1,3,2,2,0,0,1,1,1,1,0,3,1,0,0,1,0,1,0,1,0,0,3,0,3,0,1,2,0,0,2,0,0,1
NBPF1,15,14,29,15,13,11,16,5,15,15,10,4,5,11,8,5,7,4,7,4,6,3,8,5,11,2,2,3,8,3,5,7,7,3,3,5,3,7,8,1,1,5,2,4,6,7,6,4,5,2,4,3,6,3,0,3
CROCCP2_p1,8,22,13,6,9,9,7,7,8,13,5,5,3,8,6,2,9,1,2,4,4,6,1,6,3,5,0,1,4,2,5,2,3,2,5,3,3,1,2,3,2,1,1,3,7,3,9,2,2,3,3,0,1,2,2,1
MST1P2_p1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
MST1L,1,6,2,2,0,2,10,4,5,4,4,1,2,3,1,4,5,2,0,0,1,2,3,1,0,2,2,2,2,1,2,1,0,1,1,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,1,0,2,1,0,1
CROCC,7,12,10,4,3,6,10,8,6,6,2,3,5,4,5,7,3,3,4,4,1,6,3,6,6,1,3,0,4,0,3,3,2,1,6,5,5,3,2,2,2,2,2,1,1,3,4,0,3,1,0,0,3,0,0,1
MFAP2,14,41,30,7,25,1,20,6,16,4,13,3,4,16,2,14,16,10,7,6,4,4,4,5,9,6,4,1,0,3,2,4,6,5,1,4,4,5,2,1,1,5,2,0,0,0,1,2,5,1,0,3,1,2,1,1
ATP13A2,9,14,14,12,6,3,4,4,2,2,4,1,0,6,9,3,5,0,2,4,1,3,1,2,1,3,2,3,3,3,6,9,3,4,4,0,1,0,1,6,1,5,1,1,1,1,3,0,0,0,0,0,1,0,0,2
SDHB,37,28,26,24,31,9,15,11,5,9,23,13,9,8,7,9,14,8,11,7,6,9,3,14,8,10,6,3,4,7,7,5,7,7,5,6,7,2,4,5,2,6,4,3,1,1,5,2,6,1,3,2,2,4,3,1
PADI2,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
PADI1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
PADI3,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
RCC2,33,38,28,9,20,10,27,15,13,12,23,18,21,16,5,22,24,11,16,11,9,17,14,12,6,9,9,6,8,4,6,9,4,11,5,9,10,8,4,3,4,8,3,5,2,3,2,3,10,2,1,4,4,4,3,2
ARHGEF10L,15,13,13,7,14,9,6,4,7,11,8,6,4,2,6,5,3,1,3,3,5,4,4,3,8,3,6,2,6,2,5,2,4,3,3,3,0,3,0,2,1,4,1,2,6,4,5,4,2,1,2,1,3,2,1,2
IGSF21,2,3,1,7,0,2,1,0,1,4,0,0,1,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,4,3,2,1,2,1,1,0,0,0,0,2,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1
KLHDC7A,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PAX7,2,2,1,11,3,1,0,0,4,2,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0
ALDH4A1,7,5,8,1,3,1,4,1,4,0,2,2,2,1,3,2,2,0,3,0,0,2,2,3,0,2,2,1,1,1,1,2,3,1,2,2,2,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
IFFO2,25,8,4,5,17,2,2,2,1,4,1,2,2,5,2,0,1,1,1,2,1,1,0,1,2,5,0,0,3,1,2,3,4,2,0,1,1,2,1,0,0,0,1,0,2,3,1,0,0,1,0,0,0,3,0,0
UBR4,34,38,36,18,19,18,15,4,19,14,17,9,6,17,14,12,12,1,6,6,9,11,5,10,15,10,2,6,6,3,5,10,5,10,10,5,6,13,1,3,2,9,2,5,5,6,6,3,2,2,2,4,4,4,1,1
EMC1,17,29,15,11,7,8,5,9,5,9,10,5,7,6,5,6,2,4,5,1,3,5,1,3,9,2,1,1,7,6,5,1,5,2,2,5,4,4,3,4,3,4,1,2,6,3,4,1,4,2,1,2,1,2,0,3
MRTO4,21,27,16,7,6,7,9,8,8,8,8,2,9,7,5,9,8,2,5,3,1,9,4,7,4,5,10,5,4,4,4,3,1,4,5,4,5,2,1,3,0,2,0,1,2,2,3,2,6,2,2,1,2,0,0,0
AKR7L,3,7,2,0,2,2,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0
