,GW16:Neurons,GW26:GABAergic neurons,GW23:GABAergic neurons,GW16:Stem cells,GW26:Neurons,GW10:Neurons,GW23:Neurons,GW10:Stem cells,GW16:GABAergic neurons,GW19:Neurons,GW26:OPC,GW26:Astrocytes,GW12:Neurons,GW09:Stem cells,GW26:Microglia,GW09:Neurons,GW23:OPC,GW19:GABAergic neurons,GW13:Neurons,GW08:Neurons,GW16:OPC,GW12:Stem cells,GW16:Microglia,GW23:Microglia
RBBP8,83,22,10,33,5,22,1,35,10,4,9,10,2,14,2,2,2,0,1,2,3,4,2,0
RBBP8NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RBBP9,173,88,17,47,16,13,8,28,18,4,21,16,9,15,10,8,9,3,1,6,3,3,3,0
RBCK1,249,214,56,68,44,43,19,41,27,21,30,38,18,15,24,14,10,7,0,8,7,2,6,6
RBFA,301,175,53,66,51,36,31,37,39,31,27,31,26,21,13,18,9,4,8,7,11,4,5,3
RBFADN,20,8,2,5,3,0,1,2,1,1,2,0,0,1,0,3,1,0,0,0,0,1,1,1
RBFOX1,467,222,61,84,73,42,58,33,41,71,32,33,47,3,24,12,7,10,9,6,12,6,8,6
RBFOX2,532,360,157,114,103,90,85,65,73,81,63,54,56,30,37,34,18,21,15,15,12,12,9,9
RBFOX3,222,138,36,40,24,26,10,25,23,27,19,25,12,4,14,11,2,1,0,6,5,5,2,2
RBKS,34,12,5,11,2,2,1,1,3,3,4,1,3,0,3,1,0,1,0,0,1,1,2,1
RBL1,117,77,30,47,17,14,7,31,15,5,24,17,15,13,10,8,9,2,5,1,1,5,4,1
RBL2,53,68,23,13,7,9,12,11,7,9,12,9,8,2,6,2,2,3,0,0,3,0,1,2
RBM10,355,245,88,88,61,49,40,56,48,31,45,45,26,24,26,18,13,8,7,10,11,5,5,3
RBM11,74,27,6,10,12,1,8,3,8,4,4,3,8,2,5,3,1,0,1,1,1,2,1,0
RBM12,290,180,68,75,43,45,33,46,31,40,35,33,20,27,19,16,13,11,4,6,9,10,5,5
RBM12B,189,103,38,54,24,17,16,29,15,13,23,21,5,14,10,8,5,3,4,2,9,2,5,2
RBM12B-AS1,5,3,1,2,1,3,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
RBM14,353,226,88,99,53,68,50,66,42,44,41,39,30,37,26,23,14,7,13,9,11,10,7,8
RBM14-RBM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBM15,98,67,18,42,9,16,9,29,9,13,15,14,4,14,6,4,3,0,2,1,3,1,4,0
RBM15B,333,188,46,80,41,45,28,50,39,31,28,32,16,19,21,11,5,7,5,5,4,2,6,2
RBM17,373,212,97,104,61,68,55,65,49,59,46,48,32,40,24,23,21,13,12,12,11,9,6,6
RBM18,349,146,66,80,31,49,34,41,47,30,19,23,25,12,12,17,8,9,6,5,9,7,6,4
RBM19,170,103,44,37,30,30,29,19,17,20,21,20,12,12,19,9,5,2,4,3,6,3,3,7
RBM20,6,13,3,2,2,0,0,3,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0
RBM22,358,202,59,104,50,48,33,59,43,45,47,43,27,34,23,22,15,9,11,7,8,6,7,2
RBM23,261,170,74,77,46,40,36,49,28,31,44,45,20,28,19,16,15,6,7,3,6,8,6,5
RBM24,39,82,17,13,17,3,11,5,7,3,11,13,1,0,9,1,2,0,0,0,0,0,1,1
RBM25,420,287,129,99,77,82,67,75,56,65,58,49,43,35,33,28,21,17,12,12,12,10,10,9
RBM26,302,208,66,73,44,36,33,44,40,19,42,41,17,18,21,8,10,7,9,6,8,2,3,6
RBM26-AS1,23,21,8,6,1,4,1,4,2,4,2,7,0,5,4,2,4,2,0,0,0,0,0,2
RBM27,249,163,63,73,32,46,27,46,29,36,29,32,23,26,18,23,10,8,5,6,7,8,6,9
RBM28,176,115,56,33,31,26,31,35,21,30,16,26,20,17,11,10,7,6,4,11,2,5,4,6
RBM3,515,274,111,121,76,83,69,79,73,68,50,53,56,44,27,34,20,15,15,12,14,12,10,7
RBM33,338,235,72,83,56,40,38,45,43,41,37,43,22,20,26,18,8,7,5,3,11,1,9,4
RBM34,439,220,74,98,63,68,52,65,51,57,44,39,46,34,26,31,15,12,12,14,11,11,9,5
RBM38,47,47,13,7,2,4,4,14,4,5,5,13,0,4,4,1,1,0,0,0,1,0,1,0
RBM39,537,347,163,121,104,92,85,81,83,80,70,62,60,48,40,35,24,20,16,15,13,11,11,9
RBM4,335,182,89,81,47,55,58,45,42,42,34,35,31,28,16,20,14,7,9,9,10,10,5,2
RBM41,243,153,55,62,35,38,16,50,27,19,24,31,11,13,17,12,9,6,5,4,5,1,2,3
RBM42,346,190,73,92,54,56,42,57,46,45,47,39,39,32,30,26,16,10,11,14,10,10,9,5
RBM43,115,80,29,30,19,16,13,20,13,25,14,24,13,17,8,14,4,5,4,4,2,2,2,2
RBM44,15,5,1,1,2,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0
RBM45,106,49,20,30,14,11,8,14,13,8,9,13,3,11,4,8,6,0,5,5,3,3,3,1
RBM46,1,1,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
RBM47,137,122,28,32,12,23,9,31,15,9,13,26,11,7,16,7,3,2,3,2,3,3,6,6
RBM48,258,145,50,63,29,35,37,40,36,20,25,36,27,23,12,13,9,4,3,3,5,2,5,4
RBM4B,372,210,88,88,63,50,47,47,52,53,39,30,28,19,20,16,12,11,8,8,11,8,5,6
RBM5,470,314,119,111,82,66,55,68,61,56,51,57,42,33,36,26,20,17,9,13,12,8,10,7
RBM5-AS1,73,70,10,15,7,10,5,16,8,8,12,12,5,2,9,7,1,1,1,0,3,0,1,2
RBM6,424,271,110,113,78,74,60,67,57,54,58,53,37,39,33,27,22,8,7,12,12,10,9,7
RBM7,281,117,46,65,35,30,22,37,32,22,21,35,27,19,15,17,10,2,10,5,6,2,7,4
RBM8A,514,317,127,121,82,90,69,81,69,78,65,56,55,50,34,35,23,14,16,15,13,12,11,10
RBMS1,24,34,12,5,1,3,3,8,7,2,5,3,0,0,21,1,3,1,1,0,0,0,4,6
RBMS2,81,71,19,21,10,18,6,25,14,7,14,20,3,9,7,5,6,1,1,3,1,3,6,1
RBMS3,30,67,28,5,4,2,4,5,16,1,6,11,0,1,5,1,2,1,0,1,0,0,0,1
RBMS3-AS1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMS3-AS3,3,7,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
RBMX,537,329,156,121,99,89,81,83,78,74,69,56,58,50,38,35,22,17,14,14,14,12,11,9
RBMX2,243,149,38,49,38,39,25,50,28,25,27,24,15,19,15,11,6,6,3,8,8,3,6,4
RBMXL1,402,228,92,110,51,64,44,68,58,51,46,47,39,34,25,21,15,11,7,9,10,9,8,8
RBMXL2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMXL3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1A3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMY2EP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMY2FP,6,4,1,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RBMY3AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBP1,505,370,146,116,103,93,74,79,72,63,64,57,62,46,35,33,20,19,7,15,14,12,9,9
RBP2,7,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RBP3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBP4,9,77,14,0,12,2,3,2,2,2,6,7,1,1,5,2,1,0,2,1,0,0,0,2
RBP5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
RBP7,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RBPJ,465,239,107,110,64,81,62,76,59,67,61,53,44,41,22,32,22,18,14,12,12,10,6,10
RBPJL,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBPMS,29,24,8,7,8,4,3,5,5,4,5,6,2,1,0,1,2,1,1,1,0,5,0,1
RBPMS-AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RBPMS2,16,14,3,5,1,2,2,6,0,1,3,8,0,0,1,0,3,0,0,0,0,0,0,0
RBSN,274,177,63,66,36,34,34,34,32,38,32,38,19,12,18,19,11,8,6,7,3,5,6,3
RBX1,539,368,148,122,106,93,78,81,80,82,68,62,62,49,38,35,24,20,15,15,14,12,11,10
RC3H1,414,239,110,99,64,50,55,47,66,63,39,43,34,27,28,26,17,11,6,10,11,6,9,6
RC3H2,104,61,22,21,8,20,5,15,8,7,13,14,5,11,7,8,6,0,5,1,2,2,0,3
RCAN1,399,173,39,87,39,22,19,25,45,32,40,29,35,2,19,4,8,4,4,0,8,4,9,0
RCAN2,39,103,25,5,14,2,5,3,8,13,19,19,0,0,7,1,2,0,0,0,2,0,0,1
RCAN3,14,11,3,1,0,6,0,6,2,4,1,0,3,1,0,3,0,0,0,0,0,2,0,1
RCAN3AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCBTB1,141,78,22,53,13,27,9,25,13,7,13,17,13,15,11,10,6,1,2,1,3,3,5,2
RCBTB2,285,156,42,97,39,33,27,33,35,22,36,34,13,19,19,14,10,5,4,3,7,3,8,7
RCC1,79,47,12,32,5,15,9,30,10,7,7,4,1,14,2,8,4,0,5,1,0,0,0,1
RCC2,220,80,36,66,19,43,18,41,17,18,16,15,6,11,5,5,6,4,4,3,8,6,8,1
RCCD1,127,39,17,31,3,5,6,19,16,7,7,11,6,8,3,3,2,3,1,5,4,1,1,1
RCE1,159,141,33,43,14,21,19,21,21,17,20,21,5,13,8,11,4,1,4,0,5,2,3,2
RCHY1,290,135,57,67,32,24,31,33,38,29,27,27,24,12,13,16,8,3,2,5,7,3,5,1
RCL1,93,56,22,36,12,16,12,17,10,13,14,17,6,11,8,9,7,2,1,1,2,4,1,2
RCN1,298,160,50,109,36,39,32,68,37,26,51,53,18,39,18,15,18,8,10,7,12,10,7,5
RCN2,505,296,126,116,85,77,71,77,70,70,64,52,49,44,30,30,23,15,14,15,14,11,9,8
RCN3,72,61,25,14,8,6,19,16,6,12,10,10,4,4,23,6,5,2,5,1,0,2,6,6
RCOR1,166,99,16,48,31,16,10,23,13,7,20,21,1,12,11,11,5,2,1,2,4,0,6,6
RCOR2,161,84,21,39,23,48,11,47,14,6,16,10,8,22,9,15,2,2,2,5,2,6,1,0
RCOR3,250,164,50,69,37,36,17,36,32,21,40,39,14,16,18,17,7,8,9,9,8,5,6,2
RCSD1,9,30,6,1,3,0,1,0,1,3,4,5,1,0,16,0,1,0,0,0,0,1,6,4
RCVRN,12,5,1,2,1,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
RD3,0,7,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD3L,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDH10,12,8,0,4,1,2,2,7,0,1,2,5,0,0,2,0,3,1,0,0,0,0,1,0
RDH10-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDH11,455,298,115,111,77,78,64,68,54,67,64,60,45,39,33,33,21,13,13,13,14,9,10,7
RDH12,2,4,0,4,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0
RDH13,83,47,19,21,9,10,13,12,11,9,20,8,6,7,5,4,3,5,3,1,1,0,3,0
RDH14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDH16,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
RDH5,15,5,5,4,3,1,3,4,1,2,2,2,0,0,0,3,3,0,0,0,1,0,0,0
RDH8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RDM1,8,0,0,8,0,1,1,5,0,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0
RDX,405,282,129,115,75,64,67,78,54,66,60,56,34,42,32,22,23,12,13,10,13,11,8,8
REC114,3,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REC8,339,156,58,93,45,65,35,59,35,39,36,34,36,21,15,21,11,7,8,13,11,12,3,2
RECK,59,42,15,30,8,12,8,9,9,9,6,9,1,7,9,4,3,0,3,0,3,3,4,2
RECQL,40,15,7,7,3,5,4,11,4,1,8,2,6,5,2,3,3,1,2,0,1,2,1,1
RECQL4,78,73,13,30,13,7,5,23,10,3,14,5,2,6,6,2,5,0,0,5,2,3,1,2
RECQL5,94,81,11,33,14,6,7,14,14,3,12,22,4,6,7,2,4,0,1,0,6,2,1,2
REEP1,455,284,116,103,83,66,68,43,60,66,43,45,44,8,25,23,15,11,11,8,11,7,8,4
REEP2,385,302,99,97,80,70,58,62,46,39,55,56,43,24,26,23,19,9,8,9,12,8,9,4
REEP3,197,137,35,56,25,31,17,48,26,20,47,47,18,24,18,11,11,5,6,2,9,4,8,2
REEP4,81,81,16,40,17,14,9,26,6,3,26,24,10,15,25,9,4,2,4,3,4,4,5,5
REEP5,376,281,99,99,76,53,59,46,49,50,55,60,34,25,34,25,16,12,13,9,9,7,8,6
REEP6,37,12,1,9,2,7,2,12,2,2,0,10,3,3,2,3,1,0,2,0,2,1,2,2
REG1A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REG1B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
REG1P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REG3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REG3G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
REL,96,82,33,28,18,13,13,15,13,16,14,13,8,7,17,5,4,5,2,1,6,4,3,5
RELA,324,179,43,85,47,37,28,39,30,26,40,32,24,20,22,12,11,7,6,2,7,6,6,6
RELB,7,8,0,2,1,0,1,1,3,0,1,1,0,0,4,0,2,0,0,0,1,0,0,0
RELL1,179,88,27,64,19,21,22,37,11,11,28,28,17,17,11,12,12,2,5,6,8,4,4,2
RELL2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RELN,214,106,47,49,22,23,6,31,19,3,14,19,1,5,9,7,1,1,0,0,4,2,4,3
RELT,54,39,5,20,7,4,4,14,4,1,6,9,9,3,11,2,3,0,4,0,3,2,2,3
REM1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
REM2,49,32,8,17,9,31,7,20,7,6,3,5,11,10,1,14,0,1,1,9,0,4,0,0
REN,0,0,0,1,0,0,0,1,0,8,0,0,1,0,0,5,0,0,0,0,0,1,0,0
RENBP,1,0,2,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
REP15,2,14,4,0,0,0,0,1,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0
REPIN1,204,135,37,62,24,24,12,34,22,12,23,27,9,15,14,4,7,4,7,0,5,4,7,2
REPS1,200,133,38,57,28,24,11,31,23,11,20,33,7,7,8,6,7,3,3,1,7,2,7,3
REPS2,44,73,32,6,12,4,4,7,6,5,10,13,0,1,6,0,4,0,0,0,1,1,4,0
RER1,266,138,47,81,37,34,29,34,28,23,36,30,22,26,30,12,14,5,11,7,10,6,10,4
RERE,451,319,136,110,84,76,64,68,69,59,56,53,50,41,30,32,17,17,8,7,13,9,10,8
REREP3,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RERG,1,5,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0
RERG-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RERGL,2,11,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
RESP18,0,5,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
REST,110,61,19,57,10,19,4,37,9,11,14,29,3,13,14,2,6,2,0,3,3,1,3,0
RET,7,23,5,1,1,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0
RETN,12,14,1,2,1,0,0,1,1,0,1,4,0,0,6,2,0,0,1,2,1,0,3,0
RETNLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RETSAT,26,33,14,13,7,6,6,8,4,0,2,12,0,2,4,2,3,0,0,0,2,0,1,1
REV1,215,163,55,51,32,28,30,34,38,21,26,31,8,17,21,10,6,6,4,2,5,2,6,3
REV3L,251,205,86,57,44,31,31,48,31,34,46,37,15,18,18,14,21,8,4,6,12,5,4,6
REXO1,130,92,31,31,19,25,7,32,10,10,17,18,3,9,9,8,3,2,2,6,2,0,4,2
REXO1L2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REXO2,238,143,42,80,38,32,18,46,29,26,39,43,21,23,13,16,9,8,10,6,5,3,7,2
REXO4,132,103,32,41,18,13,15,17,18,23,15,21,13,4,17,7,6,2,2,1,4,4,4,0
RFC1,259,169,70,84,38,42,32,57,27,36,37,41,19,30,18,18,14,7,6,11,7,7,5,4
RFC2,318,159,60,98,47,43,35,65,36,31,40,33,34,33,17,15,9,6,9,8,10,8,7,5
RFC3,183,87,26,63,24,24,14,42,23,19,31,13,14,28,6,8,5,7,5,5,4,6,5,4
RFC4,301,137,46,85,33,44,21,55,36,34,36,18,36,38,12,20,9,6,11,8,6,12,8,1
RFC5,189,88,22,73,14,18,11,40,12,14,21,19,19,29,9,10,7,3,2,10,5,6,3,1
RFESD,17,8,2,10,4,1,4,1,1,0,6,3,0,1,0,1,0,0,0,0,1,1,1,1
RFFL,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RFK,339,222,70,82,46,46,38,49,44,46,32,38,29,20,21,25,12,6,10,7,7,6,7,2
RFNG,158,162,42,55,43,26,11,30,20,17,30,33,9,9,18,4,9,5,1,2,7,1,2,2
RFPL1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFPL1S,288,242,71,64,46,34,42,36,33,41,38,34,22,11,29,17,12,7,2,3,7,5,4,5
RFPL2,3,2,1,0,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
RFPL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFPL3S,10,19,2,2,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
RFPL4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFPL4AL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFPL4B,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFT1,115,68,19,35,13,19,13,23,14,4,16,12,7,15,12,3,4,2,2,3,4,4,5,0
RFTN1,24,19,18,8,3,3,1,1,4,0,4,2,0,0,3,0,3,0,0,1,0,1,1,0
RFTN2,95,63,38,50,18,2,9,14,11,8,47,39,1,5,5,3,15,4,0,0,9,2,1,1
RFWD2,227,145,32,64,25,23,11,35,31,16,18,19,13,13,17,9,3,2,1,3,7,6,6,1
RFWD3,149,80,16,55,10,22,20,36,18,13,16,21,10,17,10,11,3,2,3,2,5,6,4,1
RFX1,155,113,42,35,24,22,17,31,21,23,17,20,11,12,15,8,6,4,2,6,4,2,4,5
RFX2,54,26,6,34,2,3,2,14,6,2,6,9,0,3,1,1,4,0,0,4,0,2,0,0
RFX3,290,196,50,70,49,40,22,43,33,33,35,45,18,12,18,17,9,4,4,4,8,7,5,4
RFX3-AS1,1,2,4,4,0,0,2,1,1,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0
RFX4,54,97,11,26,14,11,7,23,2,10,27,51,0,19,6,0,9,4,0,0,3,2,1,1
RFX5,168,59,23,42,17,15,9,19,20,4,16,13,5,8,8,9,4,0,2,4,6,1,7,0
RFX6,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFX7,165,104,29,49,35,18,7,27,23,20,18,19,10,8,14,7,5,3,2,2,3,3,1,4
RFX8,9,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
RFXANK,72,37,15,52,9,17,7,26,9,4,20,29,4,16,8,5,9,3,2,3,3,2,3,2
RFXAP,92,47,8,22,11,5,8,15,9,2,5,12,3,2,5,3,1,1,0,0,2,2,1,0
RGAG1,19,4,0,10,1,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0
RGAG4,130,82,25,33,13,20,3,37,16,10,9,14,5,5,9,3,3,0,2,4,1,0,2,1
RGCC,49,120,26,16,28,6,5,8,7,7,42,37,7,1,18,1,7,0,0,2,4,1,3,0
RGL1,206,142,34,47,34,22,23,27,20,19,22,39,8,7,17,4,4,2,4,1,3,3,7,1
RGL2,208,146,45,52,32,30,18,38,28,19,24,38,8,9,26,9,8,5,3,2,6,6,7,5
RGL3,1,3,3,0,3,0,0,0,0,1,2,0,0,0,8,0,0,0,0,0,0,0,1,2
RGL4,1,4,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RGMA,142,100,33,46,11,20,2,38,15,7,24,43,7,27,8,8,5,4,1,3,2,2,2,0
RGMB,251,177,53,46,35,41,25,30,32,19,30,32,6,18,14,21,7,5,2,6,7,2,3,3
RGMB-AS1,2,2,1,2,0,2,0,2,0,1,2,0,0,4,0,0,2,2,0,0,0,0,0,0
RGN,59,52,26,24,8,4,8,8,8,3,13,15,0,2,3,2,0,1,0,1,1,1,1,0
RGP1,4,3,1,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0
RGPD1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGPD2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGPD3,2,6,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
RGPD4,4,6,3,1,1,2,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0
RGPD4-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGPD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGPD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGPD8,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGR,10,0,2,3,0,2,0,2,1,2,2,0,4,1,0,0,2,0,0,0,2,1,0,0
RGS1,82,127,57,20,18,5,12,10,14,6,22,25,31,1,35,1,6,0,4,6,2,10,9,10
RGS10,71,134,36,16,24,4,6,8,5,3,11,21,3,4,39,4,5,3,2,2,3,2,11,8
RGS11,105,204,23,22,44,1,18,5,7,10,28,37,0,1,22,3,9,3,0,0,6,0,3,2
RGS12,303,231,87,74,47,42,45,57,37,30,47,52,15,21,24,14,17,6,5,2,6,6,7,4
RGS13,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS14,19,19,11,5,6,3,6,4,4,5,2,6,2,0,5,4,0,1,1,0,0,0,1,3
RGS16,106,42,12,45,11,16,3,44,11,6,8,10,12,24,4,16,3,0,9,8,3,9,2,4
RGS17,186,160,52,35,30,29,36,17,25,24,27,18,19,9,9,19,8,1,5,4,5,5,3,1
RGS18,1,4,1,0,0,0,1,0,0,4,2,0,0,0,5,0,0,1,0,0,0,0,0,2
RGS19,77,50,21,29,6,5,4,7,8,2,8,17,3,4,29,1,4,1,6,0,2,0,9,7
RGS2,273,124,46,66,31,50,29,35,33,26,31,21,33,24,27,19,13,1,8,11,6,8,9,8
RGS20,106,112,12,47,12,3,3,22,8,8,16,46,2,4,10,2,4,1,1,0,2,2,3,0
RGS21,7,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
RGS22,4,3,2,2,0,1,0,1,0,0,3,7,0,2,1,0,2,0,0,0,1,0,0,0
RGS3,80,40,28,44,9,13,12,33,7,7,10,17,4,15,5,10,7,0,0,5,3,7,2,2
RGS4,0,3,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
RGS5,53,47,13,18,15,7,0,13,4,3,14,10,6,0,4,0,3,1,1,0,2,1,1,2
RGS6,69,40,4,20,10,1,1,5,5,1,8,16,2,0,0,0,0,0,0,0,1,0,2,0
RGS7,127,116,29,35,22,9,12,17,14,11,18,18,12,1,12,3,2,0,1,2,2,2,3,1
RGS7BP,22,20,9,12,2,6,1,5,4,5,6,4,6,0,2,4,4,0,0,1,2,0,0,1
RGS8,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS9,28,50,11,5,11,2,5,2,2,6,7,12,8,0,5,0,1,0,1,0,1,0,1,0
RGS9BP,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RGSL1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHAG,3,11,6,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
RHBDD1,75,32,11,25,8,10,3,11,6,5,14,10,3,3,9,2,5,0,1,1,2,0,0,1
RHBDD2,428,262,61,103,76,68,36,60,46,44,61,59,38,33,31,30,20,8,9,13,10,9,8,6
RHBDD3,144,85,36,43,22,31,11,33,15,15,21,24,16,18,12,4,6,3,6,4,4,3,1,1
RHBDF1,7,23,2,1,1,1,0,3,0,1,8,7,0,0,4,0,1,1,1,0,1,0,0,1
RHBDF2,11,30,16,5,7,0,4,2,1,1,1,8,0,0,23,0,1,2,2,0,1,0,6,7
